"サービスID","データID","取得日","飲食購入金額","コメント"
"0000585922","cli_t-30","2019-04-21 05:06:18","600",""
"0000931879","cli_t-30","2019-12-25 00:54:37","200",""
"000071520","cli_t-30","2019-05-02 22:10:21","600",""
"0000492341","cli_t-30","2019-12-02 00:58:16","900",""
"0000220960","cli_t-30","2019-08-20 05:54:39","450",""
"0000701958","cli_t-30","2019-01-24 09:31:08","100",""
"0000721916","cli_t-30","2019-08-06 04:46:17","850",""
"0000964087","cli_t-30","2019-04-17 08:17:45","150",""
"0000523937","cli_t-30","2019-09-22 02:05:30","800",""
"0000313624","cli_t-30","2019-07-03 22:25:50","500",""
"0000301173","cli_t-30","2019-01-21 22:34:59","550",""
"0000147339","cli_t-30","2019-06-17 16:09:26","350",""
"0000608292","cli_t-30","2019-12-17 14:19:33","700",""
"000038727","cli_t-30","2019-04-26 22:34:34","600",""
"0000375418","cli_t-30","2019-11-18 21:27:08","450",""
"0000555677","cli_t-30","2019-03-04 18:57:13","950",""
"0000322079","cli_t-30","2019-10-30 17:24:34","150",""
"0000971232","cli_t-30","2019-06-22 02:11:58","450",""
"0000107104","cli_t-30","2019-03-03 15:20:03","500",""
"0000679270","cli_t-30","2019-04-07 11:50:40","450",""
"000091144","cli_t-30","2019-03-25 23:51:40","850",""
"0000619148","cli_t-30","2019-11-02 10:53:58","900",""
"0000471748","cli_t-30","2019-05-26 00:30:23","250",""
"0000697068","cli_t-30","2019-07-10 21:17:53","500",""
"000079099","cli_t-30","2019-05-16 23:58:14","950",""
"0000105282","cli_t-30","2019-07-29 00:54:00","250",""
"0000432300","cli_t-30","2019-10-01 14:52:37","700",""
"0000628559","cli_t-30","2019-12-03 07:44:07","100",""
"0000198260","cli_t-30","2019-08-29 01:40:38","600",""
"0000207059","cli_t-30","2019-12-19 08:07:26","850",""
"000045625","cli_t-30","2019-12-09 01:40:59","100",""
"0000500830","cli_t-30","2019-09-28 11:51:27","100",""
"0000503181","cli_t-30","2019-02-25 13:17:23","750",""
"0000530505","cli_t-30","2019-03-04 12:20:38","650",""
"0000827119","cli_t-30","2019-11-21 02:22:05","400",""
"0000300953","cli_t-30","2019-06-21 20:47:47","500",""
"0000444935","cli_t-30","2019-07-21 21:28:00","700",""
"0000888138","cli_t-30","2019-11-25 00:20:27","750",""
"0000200553","cli_t-30","2019-10-02 09:09:45","500",""
"000051095","cli_t-30","2019-08-06 18:18:44","950",""
"0000195191","cli_t-30","2019-11-06 00:11:27","250",""
"0000687781","cli_t-30","2019-02-25 16:43:09","350",""
"0000544671","cli_t-30","2019-05-16 21:01:57","150",""
"000099635","cli_t-30","2019-05-03 19:27:44","800",""
"0000897919","cli_t-30","2019-02-12 10:41:01","600",""
"0000819307","cli_t-30","2019-03-22 22:56:56","850",""
"0000923555","cli_t-30","2019-07-31 13:02:16","900",""
"0000560777","cli_t-30","2019-02-16 19:25:25","350",""
"0000139696","cli_t-30","2019-05-18 04:10:02","400",""
"000052518","cli_t-30","2019-10-23 05:24:22","550",""
"0000948884","cli_t-30","2019-06-03 13:27:03","700",""
"0000669703","cli_t-30","2019-03-28 08:35:41","150",""
"0000857286","cli_t-30","2019-09-07 11:33:58","650",""
"0000169656","cli_t-30","2019-10-28 09:43:17","500",""
"0000156140","cli_t-30","2019-09-05 15:59:46","200",""
"0000445551","cli_t-30","2019-02-17 04:32:29","600",""
"0000721240","cli_t-30","2019-02-22 15:33:14","250",""
"0000146746","cli_t-30","2019-07-15 01:06:39","350",""
"0000914087","cli_t-30","2019-11-23 14:25:37","550",""
"0000194993","cli_t-30","2019-05-17 12:03:57","850",""
"0000292004","cli_t-30","2019-12-02 09:28:01","850",""
"0000236899","cli_t-30","2019-02-18 11:35:26","250",""
"0000667875","cli_t-30","2019-05-23 04:30:20","750",""
"0000860140","cli_t-30","2019-09-15 03:22:03","600",""
"0000287233","cli_t-30","2019-11-04 21:54:45","850",""
"0000489411","cli_t-30","2019-05-10 01:18:42","550",""
"0000340255","cli_t-30","2019-09-03 02:01:44","850",""
"0000856931","cli_t-30","2019-07-13 04:01:22","450",""
"0000429465","cli_t-30","2019-09-04 21:00:38","550",""
"0000140218","cli_t-30","2019-10-12 01:33:41","200",""
"0000775414","cli_t-30","2019-01-19 08:27:03","250",""
"0000628169","cli_t-30","2019-08-12 17:43:52","250",""
"00002494","cli_t-30","2019-08-30 09:12:08","750",""
"000091313","cli_t-30","2019-08-08 18:52:54","550",""
"0000376088","cli_t-30","2019-02-12 21:54:00","400",""
"0000992864","cli_t-30","2019-11-22 22:39:36","400",""
"0000452483","cli_t-30","2019-07-27 08:36:23","250",""
"0000358951","cli_t-30","2019-02-28 05:30:51","100",""
"0000108140","cli_t-30","2019-05-04 08:34:34","700",""
"0000311419","cli_t-30","2019-05-13 03:22:48","850",""
"0000873351","cli_t-30","2019-01-05 11:51:08","350",""
"0000401621","cli_t-30","2019-04-09 09:12:01","900",""
"0000788023","cli_t-30","2019-11-14 20:19:40","600",""
"0000766092","cli_t-30","2019-09-29 19:50:14","400",""
"0000472470","cli_t-30","2019-06-26 18:35:22","450",""
"0000545003","cli_t-30","2019-07-03 05:19:13","650",""
"0000978917","cli_t-30","2019-05-10 09:08:03","400",""
"000092632","cli_t-30","2019-04-19 14:25:16","700",""
"0000659345","cli_t-30","2019-03-17 05:39:50","600",""
"0000112146","cli_t-30","2019-10-13 16:36:07","450",""
"0000526132","cli_t-30","2019-05-17 23:42:22","100",""
"0000227373","cli_t-30","2019-04-24 16:50:50","950",""
"000077478","cli_t-30","2019-07-24 04:29:50","350",""
"0000652603","cli_t-30","2019-05-25 15:36:48","900",""
"0000875053","cli_t-30","2019-01-02 21:14:45","350",""
"0000875381","cli_t-30","2019-02-23 13:47:52","600",""
"000063205","cli_t-30","2019-09-01 06:08:10","300",""
"0000611219","cli_t-30","2019-04-21 17:47:21","450",""
"0000579826","cli_t-30","2019-10-24 03:34:05","200",""
"0000720774","cli_t-30","2019-06-02 22:14:01","600",""
"0000565573","cli_t-30","2019-05-08 13:30:24","200",""
"0000840230","cli_t-30","2019-11-25 13:23:37","600",""
"0000314008","cli_t-30","2019-07-04 03:06:58","250",""
"0000131682","cli_t-30","2019-09-25 23:37:29","850",""
"0000489614","cli_t-30","2019-07-26 16:01:49","850",""
"000037417","cli_t-30","2019-10-07 06:52:28","800",""
"000062137","cli_t-30","2019-06-12 12:18:43","250",""
"0000145721","cli_t-30","2019-10-12 13:35:57","450",""
"0000990374","cli_t-30","2019-03-20 06:01:41","950",""
"0000322683","cli_t-30","2019-09-05 14:51:13","300",""
"0000171410","cli_t-30","2019-01-30 22:23:57","700",""
"0000928637","cli_t-30","2019-11-11 09:42:41","600",""
"0000971262","cli_t-30","2019-01-08 07:34:54","550",""
"0000217814","cli_t-30","2019-04-05 02:37:55","650",""
"0000904421","cli_t-30","2019-07-03 13:50:06","100",""
"0000194456","cli_t-30","2019-01-03 23:31:58","900",""
"0000317325","cli_t-30","2019-03-04 09:59:07","100",""
"0000794584","cli_t-30","2019-10-15 14:31:26","200",""
"0000480868","cli_t-30","2019-03-02 11:38:23","100",""
"0000519215","cli_t-30","2019-07-18 16:15:05","150",""
"0000119662","cli_t-30","2019-03-20 08:53:22","850",""
"0000190276","cli_t-30","2019-06-20 01:52:14","550",""
"0000821376","cli_t-30","2019-01-30 22:33:40","600",""
"0000545595","cli_t-30","2019-09-14 10:00:14","350",""
"0000195130","cli_t-30","2019-09-17 00:16:16","700",""
"0000199954","cli_t-30","2019-01-25 15:24:24","650",""
"000015472","cli_t-30","2019-08-31 12:12:03","500",""
"0000661304","cli_t-30","2019-02-09 13:37:21","100",""
"0000320087","cli_t-30","2019-02-11 02:18:51","650",""
"0000157882","cli_t-30","2019-04-10 14:03:25","600",""
"0000783210","cli_t-30","2019-09-26 11:57:11","650",""
"0000972170","cli_t-30","2019-03-29 09:36:26","600",""
"0000935326","cli_t-30","2019-05-05 12:25:25","750",""
"0000585827","cli_t-30","2019-03-30 07:44:50","900",""
"0000612450","cli_t-30","2019-02-15 14:05:16","250",""
"0000200577","cli_t-30","2019-11-06 17:57:21","600",""
"0000898419","cli_t-30","2019-07-31 03:31:33","100",""
"0000521362","cli_t-30","2019-10-01 04:45:24","600",""
"0000746503","cli_t-30","2019-09-21 21:14:49","650",""
"0000766278","cli_t-30","2019-01-17 18:31:30","150",""
"0000152092","cli_t-30","2019-11-07 07:17:25","850",""
"0000971225","cli_t-30","2019-03-17 03:39:42","150",""
"0000133885","cli_t-30","2019-10-30 19:51:36","850",""
"0000191180","cli_t-30","2019-03-31 20:48:22","750",""
"0000618542","cli_t-30","2019-02-06 15:59:02","550",""
"0000335955","cli_t-30","2019-02-11 10:15:59","750",""
"0000129599","cli_t-30","2019-01-23 17:00:57","400",""
"0000903767","cli_t-30","2019-07-13 14:31:51","750",""
"0000932197","cli_t-30","2019-07-24 05:42:56","200",""
"0000411039","cli_t-30","2019-02-03 10:43:16","550",""
"0000644385","cli_t-30","2019-03-15 06:41:41","150",""
"0000920298","cli_t-30","2019-11-30 12:37:48","400",""
"0000352841","cli_t-30","2019-06-08 20:44:31","950",""
"0000263439","cli_t-30","2019-05-29 07:37:21","400",""
"0000355907","cli_t-30","2019-11-13 14:39:06","450",""
"0000617784","cli_t-30","2019-12-21 07:51:44","100",""
"0000252078","cli_t-30","2019-01-17 23:03:40","950",""
"0000387780","cli_t-30","2019-01-27 09:01:32","200",""
"0000129129","cli_t-30","2019-12-28 14:12:30","550",""
"000019001","cli_t-30","2019-10-29 21:45:14","650",""
"0000384807","cli_t-30","2019-11-12 03:02:35","800",""
"0000927404","cli_t-30","2019-12-15 14:58:52","200",""
"0000973291","cli_t-30","2019-09-01 17:39:14","750",""
"0000179328","cli_t-30","2019-12-19 10:47:55","450",""
"0000323311","cli_t-30","2019-02-12 10:07:12","250",""
"0000285464","cli_t-30","2019-01-16 16:51:10","600",""
"0000258176","cli_t-30","2019-03-08 11:18:55","950",""
"0000132186","cli_t-30","2019-06-22 12:29:21","850",""
"0000342416","cli_t-30","2019-11-18 09:02:50","950",""
"0000490992","cli_t-30","2019-11-18 07:01:47","200",""
"0000122168","cli_t-30","2019-08-05 04:03:52","900",""
"0000621491","cli_t-30","2019-04-22 08:01:14","350",""
"0000643195","cli_t-30","2019-01-07 10:16:37","100",""
"0000829825","cli_t-30","2019-08-04 12:23:54","200",""
"0000690956","cli_t-30","2019-07-19 20:50:52","600",""
"0000349861","cli_t-30","2019-12-14 02:21:25","350",""
"000027243","cli_t-30","2019-06-26 04:18:13","400",""
"0000920530","cli_t-30","2019-03-11 14:26:55","300",""
"0000110024","cli_t-30","2019-09-07 21:17:23","200",""
"0000131989","cli_t-30","2019-05-08 15:52:17","250",""
"0000253716","cli_t-30","2019-02-21 19:09:40","350",""
"000080101","cli_t-30","2019-12-03 02:32:33","800",""
"000084513","cli_t-30","2019-04-21 06:52:09","950",""
"0000388192","cli_t-30","2019-03-29 22:32:06","700",""
"0000653628","cli_t-30","2019-06-02 14:24:05","750",""
"0000982974","cli_t-30","2019-04-04 19:17:54","900",""
"0000920388","cli_t-30","2019-09-28 15:15:43","900",""
"000022509","cli_t-30","2019-04-14 21:12:56","900",""
"0000612024","cli_t-30","2019-09-25 04:41:50","850",""
"0000826753","cli_t-30","2019-08-22 12:26:28","400",""
"0000442831","cli_t-30","2019-04-24 23:02:52","750",""
"0000348984","cli_t-30","2019-01-24 06:42:08","800",""
"000019970","cli_t-30","2019-01-15 15:37:09","450",""
"0000754505","cli_t-30","2019-09-14 22:35:46","700",""
"0000671062","cli_t-30","2019-05-20 03:58:00","850",""
"0000998082","cli_t-30","2019-10-23 17:11:35","750",""
"000034506","cli_t-30","2019-05-07 05:18:41","850",""
"0000836909","cli_t-30","2019-07-22 22:23:42","800",""
"0000370028","cli_t-30","2019-10-01 22:58:47","150",""
"0000448011","cli_t-30","2019-02-17 18:54:37","450",""
"0000926143","cli_t-30","2019-08-15 13:19:37","150",""
"0000431097","cli_t-30","2019-12-26 23:12:52","350",""
"0000393671","cli_t-30","2019-04-13 13:20:15","300",""
"0000636422","cli_t-30","2019-02-28 14:21:20","200",""
"0000917299","cli_t-30","2019-01-23 10:13:12","750",""
"0000831712","cli_t-30","2019-12-04 01:34:56","150",""
"000064993","cli_t-30","2019-03-25 21:12:37","650",""
"0000368988","cli_t-30","2019-09-11 01:52:29","600",""
"0000616253","cli_t-30","2019-04-16 04:50:51","300",""
"0000904476","cli_t-30","2019-03-14 16:58:40","950",""
"000062711","cli_t-30","2019-10-13 03:57:47","950",""
"0000199559","cli_t-30","2019-07-01 09:47:38","300",""
"000066069","cli_t-30","2019-09-18 03:36:22","950",""
"0000408663","cli_t-30","2019-10-10 01:18:45","900",""
"0000249502","cli_t-30","2019-09-21 12:17:13","600",""
"0000174796","cli_t-30","2019-08-25 18:27:57","600",""
"0000360421","cli_t-30","2019-12-01 12:36:26","850",""
"0000151397","cli_t-30","2019-11-23 16:40:23","750",""
"0000560057","cli_t-30","2019-04-18 23:05:23","100",""
"0000859637","cli_t-30","2019-02-02 23:33:29","500",""
"0000367718","cli_t-30","2019-08-21 22:03:36","550",""
"0000249119","cli_t-30","2019-03-28 04:47:08","600",""
"0000380223","cli_t-30","2019-11-16 19:07:05","600",""
"0000721089","cli_t-30","2019-08-27 12:40:30","800",""
"0000927820","cli_t-30","2019-08-30 16:12:23","200",""
"0000298786","cli_t-30","2019-12-25 00:40:09","900",""
"0000476129","cli_t-30","2019-03-14 04:30:48","300",""
"0000661448","cli_t-30","2019-10-24 04:06:15","550",""
"0000678055","cli_t-30","2019-09-06 01:56:26","250",""
"0000910678","cli_t-30","2019-01-16 14:49:16","550",""
"0000823805","cli_t-30","2019-06-29 08:49:02","300",""
"0000616142","cli_t-30","2019-12-28 17:15:08","500",""
"0000747926","cli_t-30","2019-12-15 01:27:11","300",""
"0000899925","cli_t-30","2019-11-30 03:38:33","350",""
"0000517476","cli_t-30","2019-03-03 08:57:45","450",""
"0000844762","cli_t-30","2019-11-09 18:44:40","300",""
"0000645302","cli_t-30","2019-06-24 11:19:02","650",""
"0000716494","cli_t-30","2019-08-03 05:01:27","600",""
"0000687824","cli_t-30","2019-04-03 00:45:06","800",""
"0000645054","cli_t-30","2019-02-24 22:54:28","900",""
"0000456756","cli_t-30","2019-02-19 01:32:23","300",""
"0000768575","cli_t-30","2019-10-15 07:55:20","800",""
"0000395002","cli_t-30","2019-02-26 00:44:58","300",""
"0000623202","cli_t-30","2019-09-26 01:23:15","600",""
"0000228397","cli_t-30","2019-04-13 02:23:53","300",""
"000039808","cli_t-30","2019-03-26 05:10:46","450",""
"0000329106","cli_t-30","2019-01-13 14:08:03","200",""
"0000785969","cli_t-30","2019-04-29 20:13:25","450",""
"0000853791","cli_t-30","2019-01-26 09:59:27","950",""
"0000592287","cli_t-30","2019-01-31 02:55:57","350",""
"0000875941","cli_t-30","2019-05-26 08:32:34","450",""
"0000211743","cli_t-30","2019-11-29 09:45:56","350",""
"0000830277","cli_t-30","2019-10-12 23:19:11","750",""
"000011390","cli_t-30","2019-09-24 23:38:38","750",""
"0000404055","cli_t-30","2019-05-04 07:41:20","400",""
"0000195265","cli_t-30","2019-05-10 04:31:10","200",""
"0000507542","cli_t-30","2019-05-31 02:58:45","400",""
"0000301095","cli_t-30","2019-01-31 15:54:00","300",""
"0000645103","cli_t-30","2019-03-29 15:02:53","450",""
"0000857242","cli_t-30","2019-09-12 06:32:47","450",""
"0000147431","cli_t-30","2019-10-05 11:11:35","650",""
"0000804719","cli_t-30","2019-01-02 10:41:20","200",""
"0000140217","cli_t-30","2019-09-04 01:32:39","100",""
"000060647","cli_t-30","2019-10-04 16:41:56","600",""
"0000951625","cli_t-30","2019-05-08 16:21:07","200",""
"0000297749","cli_t-30","2019-04-21 04:31:00","300",""
"0000716741","cli_t-30","2019-08-07 04:30:35","400",""
"000066086","cli_t-30","2019-03-18 19:14:40","800",""
"0000742517","cli_t-30","2019-06-28 00:15:21","800",""
"0000783663","cli_t-30","2019-07-22 17:22:23","450",""
"0000635426","cli_t-30","2019-12-19 07:20:21","350",""
"0000754511","cli_t-30","2019-11-29 09:50:22","550",""
"0000136900","cli_t-30","2019-01-01 03:53:02","300",""
"0000268589","cli_t-30","2019-05-22 01:50:30","900",""
"0000470127","cli_t-30","2019-05-15 06:39:53","850",""
"0000608643","cli_t-30","2019-07-13 15:19:08","400",""
"0000812114","cli_t-30","2019-03-10 00:52:55","500",""
"0000438807","cli_t-30","2019-05-04 20:51:04","350",""
"0000922024","cli_t-30","2019-04-13 05:10:38","700",""
"0000418056","cli_t-30","2019-07-08 10:28:07","500",""
"0000367013","cli_t-30","2019-10-22 02:16:53","950",""
"0000424129","cli_t-30","2019-05-06 21:35:25","400",""
"0000793078","cli_t-30","2019-02-19 22:16:39","850",""
"0000868176","cli_t-30","2019-05-23 07:58:48","950",""
"0000927695","cli_t-30","2019-01-14 21:50:50","750",""
"0000455456","cli_t-30","2019-11-06 08:59:00","150",""
"000030057","cli_t-30","2019-06-17 02:51:41","250",""
"0000205357","cli_t-30","2019-11-22 19:16:19","250",""
"0000412752","cli_t-30","2019-08-05 20:50:19","650",""
"0000517694","cli_t-30","2019-02-03 07:56:05","300",""
"0000578388","cli_t-30","2019-12-07 02:28:26","300",""
"0000828403","cli_t-30","2019-12-24 09:02:49","850",""
"0000308527","cli_t-30","2019-06-28 04:47:05","400",""
"0000380622","cli_t-30","2019-09-07 12:35:37","800",""
"0000444602","cli_t-30","2019-06-21 23:49:51","950",""
"0000177276","cli_t-30","2019-10-16 07:15:39","650",""
"0000116355","cli_t-30","2019-02-17 06:11:01","500",""
"0000861927","cli_t-30","2019-08-11 19:09:03","100",""
"0000314521","cli_t-30","2019-12-11 20:51:03","900",""
"0000265930","cli_t-30","2019-10-02 16:25:54","100",""
"0000460001","cli_t-30","2019-11-10 15:00:43","400",""
"0000861296","cli_t-30","2019-12-16 22:01:57","800",""
"0000905633","cli_t-30","2019-07-18 22:21:00","800",""
"0000987774","cli_t-30","2019-09-06 22:01:28","950",""
"0000154175","cli_t-30","2019-05-03 04:04:03","300",""
"0000977029","cli_t-30","2019-04-15 09:59:19","850",""
"0000815225","cli_t-30","2019-05-24 16:19:46","350",""
"0000528408","cli_t-30","2019-04-14 20:47:58","500",""
"000052854","cli_t-30","2019-07-08 06:58:39","600",""
"0000951137","cli_t-30","2019-03-25 13:34:33","850",""
"0000716860","cli_t-30","2019-05-23 02:55:07","200",""
"0000123804","cli_t-30","2019-10-17 06:55:01","200",""
"000068596","cli_t-30","2019-07-17 22:21:14","850",""
"0000233997","cli_t-30","2019-02-22 13:12:49","250",""
"00001318","cli_t-30","2019-12-30 21:46:45","900",""
"0000235931","cli_t-30","2019-07-26 04:26:18","700",""
"0000988991","cli_t-30","2019-02-03 12:02:02","600",""
"0000112722","cli_t-30","2019-10-29 17:57:33","350",""
"0000854295","cli_t-30","2019-02-02 20:18:13","100",""
"0000442184","cli_t-30","2019-04-23 13:31:04","350",""
"000094096","cli_t-30","2019-05-24 03:52:17","950",""
"0000469058","cli_t-30","2019-02-03 02:04:57","850",""
"0000721038","cli_t-30","2019-10-03 07:11:53","500",""
"0000572030","cli_t-30","2019-04-26 22:52:12","750",""
"0000729661","cli_t-30","2019-07-16 12:29:37","800",""
"0000899686","cli_t-30","2019-10-24 21:11:56","950",""
"0000241273","cli_t-30","2019-06-25 13:14:47","850",""
"0000192220","cli_t-30","2019-06-30 19:07:42","100",""
"0000145478","cli_t-30","2019-04-09 22:18:39","900",""
"000047638","cli_t-30","2019-05-25 18:40:57","500",""
"0000523650","cli_t-30","2019-12-04 17:57:24","700",""
"0000673690","cli_t-30","2019-03-04 05:54:51","500",""
"0000432557","cli_t-30","2019-12-30 17:03:28","750",""
"0000688820","cli_t-30","2019-11-20 21:15:19","700",""
"0000538899","cli_t-30","2019-01-28 01:07:44","800",""
"0000953533","cli_t-30","2019-09-20 11:46:09","150",""
"00008787","cli_t-30","2019-06-03 03:24:37","100",""
"0000238988","cli_t-30","2019-12-24 04:02:45","850",""
"0000715031","cli_t-30","2019-06-21 00:14:48","250",""
"0000614830","cli_t-30","2019-10-21 22:51:41","300",""
"0000688062","cli_t-30","2019-09-24 16:49:48","900",""
"0000845576","cli_t-30","2019-12-22 07:09:39","750",""
"0000473494","cli_t-30","2019-10-30 11:37:54","900",""
"0000392352","cli_t-30","2019-07-23 20:34:55","350",""
"0000615706","cli_t-30","2019-02-01 02:53:10","500",""
"0000636902","cli_t-30","2019-04-05 22:53:26","300",""
"0000923827","cli_t-30","2019-04-26 23:33:03","900",""
"0000778201","cli_t-30","2019-06-04 22:02:38","500",""
"0000999246","cli_t-30","2019-08-23 19:41:14","350",""
"0000779701","cli_t-30","2019-05-15 01:11:45","500",""
"0000909379","cli_t-30","2019-05-22 09:49:37","150",""
"0000980222","cli_t-30","2019-07-03 13:29:22","350",""
"0000156463","cli_t-30","2019-05-04 10:45:00","400",""
